State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Unnamed: 6,Unnamed: 7
Uttar Pradesh,25. Faizabad,2009 - 2010,"108,013.00","282,454.00",2.62,,
Uttar Pradesh,25. Faizabad,2010 - 2011,"108,951.00","307,133.00",2.82,,
Uttar Pradesh,25. Faizabad,2011 - 2012,"109,023.00","322,926.00",2.96,,
Uttar Pradesh,25. Faizabad,2012 - 2013,"108,071.00","319,782.00",2.96,,
Uttar Pradesh,25. Faizabad,2013 - 2014,"109,098.00","269,145.00",2.47,,
Uttar Pradesh,25. Faizabad,2014 - 2015,"110,261.00","227,138.00",2.06,,
Uttar Pradesh,25. Faizabad,2015 - 2016,"109,189.00","299,178.00",2.74,,
Uttar Pradesh,25. Faizabad,2016 - 2017,"110,742.00","364,230.00",3.29,,
Uttar Pradesh,25. Faizabad,2017 - 2018,"109,263.00","412,905.00",3.78,,
Uttar Pradesh,25. Faizabad,2018 - 2019,"106,251.00","413,104.00",3.89,,
Uttar Pradesh,25. Faizabad,2019 - 2020,"110,184.00","409,113.00",3.71,,
Uttar Pradesh,25. Faizabad,2020 - 2021,"112,366.00","396,436.00",3.53,,
Uttar Pradesh,25. Faizabad,2021 - 2022,"115,607.00","392,601.00",3.4,,
Uttar Pradesh,25. Faizabad,2022 - 2023,"107,032.00","339,077.00",3.17,,
Uttar Pradesh,26. Farrukhabad,1997 - 1998,"94,534.00","292,795.00",3.1,,
Uttar Pradesh,26. Farrukhabad,1998 - 1999,"77,647.00","236,235.00",3.04,,
Uttar Pradesh,26. Farrukhabad,1999 - 2000,"74,750.00","252,911.00",3.38,,
Uttar Pradesh,26. Farrukhabad,2000 - 2001,"75,611.00","252,984.00",3.35,,
Uttar Pradesh,26. Farrukhabad,2001 - 2002,"77,062.00","258,113.00",3.35,,
Uttar Pradesh,26. Farrukhabad,2002 - 2003,"72,818.00","231,451.00",3.18,,
Uttar Pradesh,26. Farrukhabad,2003 - 2004,"72,123.00","238,044.00",3.3,,
Uttar Pradesh,26. Farrukhabad,2004 - 2005,"73,316.00","214,029.00",2.92,,
Uttar Pradesh,26. Farrukhabad,2005 - 2006,"73,872.00","230,729.00",3.12,,
Uttar Pradesh,26. Farrukhabad,2006 - 2007,"70,779.00","230,669.00",3.26,,
Uttar Pradesh,26. Farrukhabad,2007 - 2008,"70,024.00","221,827.00",3.17,,
Uttar Pradesh,26. Farrukhabad,2008 - 2009,"71,375.00","245,276.00",3.44,,
Uttar Pradesh,26. Farrukhabad,2009 - 2010,"72,185.00","249,945.00",3.46,,
Uttar Pradesh,26. Farrukhabad,2010 - 2011,"73,371.00","263,012.00",3.58,,
Uttar Pradesh,26. Farrukhabad,2011 - 2012,"74,481.00","282,655.00",3.79,,
Uttar Pradesh,26. Farrukhabad,2012 - 2013,"75,378.00","272,429.00",3.61,,
Uttar Pradesh,26. Farrukhabad,2013 - 2014,"75,776.00","263,950.00",3.48,,
Uttar Pradesh,26. Farrukhabad,2014 - 2015,"77,049.00","180,327.00",2.34,,
Uttar Pradesh,26. Farrukhabad,2015 - 2016,"72,690.00","230,500.00",3.17,,
Uttar Pradesh,26. Farrukhabad,2016 - 2017,"76,769.00","301,011.00",3.92,,
Uttar Pradesh,26. Farrukhabad,2017 - 2018,"75,117.00","337,876.00",4.5,,
Uttar Pradesh,26. Farrukhabad,2018 - 2019,"75,581.00","323,638.00",4.28,,
Uttar Pradesh,26. Farrukhabad,2019 - 2020,"76,309.00","320,956.00",4.21,,
Uttar Pradesh,26. Farrukhabad,2020 - 2021,"76,415.00","311,773.00",4.08,,
Uttar Pradesh,26. Farrukhabad,2021 - 2022,"78,229.00","303,294.00",3.88,,
Uttar Pradesh,26. Farrukhabad,2022 - 2023,"75,116.00","311,055.00",4.14,,
Uttar Pradesh,27. Fatehpur,1997 - 1998,"140,168.00","333,772.00",2.38,,
Uttar Pradesh,27. Fatehpur,1998 - 1999,"144,452.00","338,608.00",2.34,,
Uttar Pradesh,27. Fatehpur,1999 - 2000,"145,628.00","371,498.00",2.55,,
Uttar Pradesh,27. Fatehpur,2000 - 2001,"147,261.00","341,041.00",2.32,,
Uttar Pradesh,27. Fatehpur,2001 - 2002,"150,750.00","379,008.00",2.51,,
Uttar Pradesh,27. Fatehpur,2002 - 2003,"148,593.00","364,425.00",2.45,,
Uttar Pradesh,27. Fatehpur,2003 - 2004,"151,769.00","398,603.00",2.63,,
Uttar Pradesh,27. Fatehpur,2004 - 2005,"151,430.00","362,240.00",2.39,,
Uttar Pradesh,27. Fatehpur,2005 - 2006,"150,047.00","323,915.00",2.16,,
Uttar Pradesh,27. Fatehpur,2006 - 2007,"147,236.00","363,910.00",2.47,,
Uttar Pradesh,27. Fatehpur,2007 - 2008,"151,705.00","390,680.00",2.58,,
Uttar Pradesh,27. Fatehpur,2008 - 2009,"156,740.00","454,552.00",2.9,,
Uttar Pradesh,27. Fatehpur,2009 - 2010,"161,632.00","442,702.00",2.74,,
Uttar Pradesh,27. Fatehpur,2010 - 2011,"163,606.00","535,491.00",3.27,,
Uttar Pradesh,27. Fatehpur,2011 - 2012,"169,259.00","554,352.00",3.28,,
Uttar Pradesh,27. Fatehpur,2012 - 2013,"170,681.00","560,591.00",3.28,,
Uttar Pradesh,27. Fatehpur,2013 - 2014,"174,453.00","595,895.00",3.42,,
Uttar Pradesh,27. Fatehpur,2014 - 2015,"174,246.00","341,436.00",1.96,,
Uttar Pradesh,27. Fatehpur,2015 - 2016,"185,392.00","460,640.00",2.48,,
Uttar Pradesh,27. Fatehpur,2016 - 2017,"175,797.00","614,404.00",3.49,,
Uttar Pradesh,27. Fatehpur,2017 - 2018,"170,171.00","591,435.00",3.48,,
Uttar Pradesh,27. Fatehpur,2018 - 2019,"172,432.00","687,681.00",3.99,,
Uttar Pradesh,27. Fatehpur,2019 - 2020,"179,472.00","710,602.00",3.96,,
Uttar Pradesh,27. Fatehpur,2020 - 2021,"173,279.00","657,710.00",3.8,,
Uttar Pradesh,27. Fatehpur,2021 - 2022,"179,293.00","656,212.00",3.66,,
Uttar Pradesh,27. Fatehpur,2022 - 2023,"171,841.00","645,950.00",3.76,,
Uttar Pradesh,28. Firozabad,1997 - 1998,"91,897.00","245,553.00",2.67,,
Uttar Pradesh,28. Firozabad,1998 - 1999,"97,789.00","281,877.00",2.88,,
Uttar Pradesh,28. Firozabad,1999 - 2000,"100,733.00","320,940.00",3.19,,
Uttar Pradesh,28. Firozabad,2000 - 2001,"109,295.00","305,190.00",2.79,,
Uttar Pradesh,28. Firozabad,2001 - 2002,"110,573.00","322,196.00",2.91,,
Uttar Pradesh,28. Firozabad,2002 - 2003,"105,238.00","299,221.00",2.84,,
Uttar Pradesh,28. Firozabad,2003 - 2004,"104,505.00","330,205.00",3.16,,
Uttar Pradesh,28. Firozabad,2004 - 2005,"102,786.00","288,431.00",2.81,,
Uttar Pradesh,28. Firozabad,2005 - 2006,"99,965.00","310,091.00",3.1,,
Uttar Pradesh,28. Firozabad,2006 - 2007,"105,443.00","309,475.00",2.93,,
Uttar Pradesh,28. Firozabad,2007 - 2008,"95,100.00","312,308.00",3.28,,
Uttar Pradesh,28. Firozabad,2008 - 2009,"88,042.00","304,153.00",3.45,,
Uttar Pradesh,28. Firozabad,2009 - 2010,"105,758.00","355,770.00",3.36,,
Uttar Pradesh,28. Firozabad,2010 - 2011,"101,839.00","371,203.00",3.64,,
Uttar Pradesh,28. Firozabad,2011 - 2012,"104,278.00","376,548.00",3.61,,
Uttar Pradesh,28. Firozabad,2012 - 2013,"99,498.00","368,839.00",3.71,,
Uttar Pradesh,28. Firozabad,2013 - 2014,"96,543.00","348,520.00",3.61,,
Uttar Pradesh,28. Firozabad,2014 - 2015,"97,764.00","188,098.00",1.92,,
Uttar Pradesh,28. Firozabad,2015 - 2016,"98,225.00","322,866.00",3.29,,
Uttar Pradesh,28. Firozabad,2016 - 2017,"101,518.00","385,261.00",3.8,,
Uttar Pradesh,28. Firozabad,2017 - 2018,"95,997.00","325,910.00",3.4,,
Uttar Pradesh,28. Firozabad,2018 - 2019,"92,948.00","350,228.00",3.77,,
Uttar Pradesh,28. Firozabad,2019 - 2020,"101,892.00","412,663.00",4.05,,
Uttar Pradesh,28. Firozabad,2020 - 2021,"100,567.00","416,146.00",4.14,,
Uttar Pradesh,28. Firozabad,2021 - 2022,"104,209.00","368,275.00",3.53,,
Uttar Pradesh,28. Firozabad,2022 - 2023,"100,972.00","427,515.00",4.23,,
Uttar Pradesh,29. Gautam buddha nagar,1997 - 1998,"69,804.00","238,346.00",3.41,,
Uttar Pradesh,29. Gautam buddha nagar,1998 - 1999,"69,684.00","210,070.00",3.01,,
Uttar Pradesh,29. Gautam buddha nagar,1999 - 2000,"74,396.00","243,924.00",3.28,,
Uttar Pradesh,29. Gautam buddha nagar,2000 - 2001,"77,919.00","265,801.00",3.41,,
Uttar Pradesh,29. Gautam buddha nagar,2001 - 2002,"71,796.00","268,049.00",3.73,,
Uttar Pradesh,29. Gautam buddha nagar,2002 - 2003,"70,172.00","234,401.00",3.34,,
Uttar Pradesh,29. Gautam buddha nagar,2003 - 2004,"64,627.00","206,086.00",3.19,,
Uttar Pradesh,29. Gautam buddha nagar,2004 - 2005,"63,852.00","203,720.00",3.19,,
Uttar Pradesh,29. Gautam buddha nagar,2005 - 2006,"66,416.00","196,193.00",2.95,,
Uttar Pradesh,29. Gautam buddha nagar,2006 - 2007,"62,746.00","180,646.00",2.88,,
Uttar Pradesh,29. Gautam buddha nagar,2007 - 2008,"64,236.00","203,628.00",3.17,,
Uttar Pradesh,29. Gautam buddha nagar,2008 - 2009,"55,965.00","194,590.00",3.48,,
Uttar Pradesh,29. Gautam buddha nagar,2009 - 2010,"51,450.00","184,140.00",3.58,,
Uttar Pradesh,29. Gautam buddha nagar,2010 - 2011,"56,346.00","210,227.00",3.73,,
Uttar Pradesh,29. Gautam buddha nagar,2011 - 2012,"54,549.00","204,668.00",3.75,,
Uttar Pradesh,29. Gautam buddha nagar,2012 - 2013,"45,934.00","178,591.00",3.89,,
Uttar Pradesh,29. Gautam buddha nagar,2013 - 2014,"46,130.00","192,731.00",4.18,,
Uttar Pradesh,29. Gautam buddha nagar,2014 - 2015,"40,032.00","85,909.00",2.15,,
Uttar Pradesh,29. Gautam buddha nagar,2015 - 2016,"44,330.00","151,742.00",3.42,,
Uttar Pradesh,29. Gautam buddha nagar,2016 - 2017,"44,069.00","179,846.00",4.08,,
Uttar Pradesh,29. Gautam buddha nagar,2017 - 2018,"41,229.00","160,876.00",3.9,,
Uttar Pradesh,29. Gautam buddha nagar,2018 - 2019,"44,864.00","185,647.00",4.14,,
Uttar Pradesh,29. Gautam buddha nagar,2019 - 2020,"44,802.00","189,199.00",4.22,,
Uttar Pradesh,29. Gautam buddha nagar,2020 - 2021,"44,305.00","177,973.00",4.02,,
Uttar Pradesh,29. Gautam buddha nagar,2021 - 2022,"45,969.00","176,935.00",3.85,,
Uttar Pradesh,29. Gautam buddha nagar,2022 - 2023,"44,552.00","180,792.00",4.06,,
Uttar Pradesh,30. Ghaziabad,1997 - 1998,"70,500.00","240,759.00",3.42,,
Uttar Pradesh,30. Ghaziabad,1998 - 1999,"71,003.00","234,413.00",3.3,,
Uttar Pradesh,30. Ghaziabad,1999 - 2000,"70,148.00","260,168.00",3.71,,
Uttar Pradesh,30. Ghaziabad,2000 - 2001,"71,538.00","246,947.00",3.45,,
Uttar Pradesh,30. Ghaziabad,2001 - 2002,"71,185.00","248,855.00",3.5,,
Uttar Pradesh,30. Ghaziabad,2002 - 2003,"70,297.00","255,201.00",3.63,,
Uttar Pradesh,30. Ghaziabad,2003 - 2004,"95,923.00","339,200.00",3.54,,
Uttar Pradesh,30. Ghaziabad,2004 - 2005,"72,749.00","249,626.00",3.43,,
Uttar Pradesh,30. Ghaziabad,2005 - 2006,"90,516.00","318,888.00",3.52,,
Uttar Pradesh,30. Ghaziabad,2006 - 2007,"71,835.00","288,346.00",4.01,,
Uttar Pradesh,30. Ghaziabad,2007 - 2008,"71,031.00","255,072.00",3.59,,
Uttar Pradesh,30. Ghaziabad,2008 - 2009,"75,503.00","303,975.00",4.03,,
Uttar Pradesh,30. Ghaziabad,2009 - 2010,"76,071.00","267,846.00",3.52,,
Uttar Pradesh,30. Ghaziabad,2010 - 2011,"76,344.00","317,667.00",4.16,,
Uttar Pradesh,30. Ghaziabad,2011 - 2012,"75,491.00","329,594.00",4.37,,
Uttar Pradesh,30. Ghaziabad,2012 - 2013,"28,227.00","123,550.00",4.38,,
Uttar Pradesh,30. Ghaziabad,2013 - 2014,"28,164.00","115,726.00",4.11,,
Uttar Pradesh,30. Ghaziabad,2014 - 2015,"26,619.00","86,645.00",3.26,,
Uttar Pradesh,30. Ghaziabad,2015 - 2016,"27,082.00","97,766.00",3.61,,
Uttar Pradesh,30. Ghaziabad,2016 - 2017,"28,064.00","116,858.00",4.16,,
Uttar Pradesh,30. Ghaziabad,2017 - 2018,"27,714.00","111,743.00",4.03,,
Uttar Pradesh,30. Ghaziabad,2018 - 2019,"28,690.00","122,019.00",4.25,,
Uttar Pradesh,30. Ghaziabad,2019 - 2020,"29,429.00","120,894.00",4.11,,
Uttar Pradesh,30. Ghaziabad,2020 - 2021,"28,112.00","119,926.00",4.27,,
Uttar Pradesh,30. Ghaziabad,2021 - 2022,"29,658.00","124,534.00",4.2,,
Uttar Pradesh,30. Ghaziabad,2022 - 2023,"28,373.00","112,783.00",3.98,,
Uttar Pradesh,31. Ghazipur,1997 - 1998,"152,800.00","331,580.00",2.17,,
Uttar Pradesh,31. Ghazipur,1998 - 1999,"156,085.00","321,252.00",2.06,,
Uttar Pradesh,31. Ghazipur,1999 - 2000,"158,525.00","359,991.00",2.27,,
Uttar Pradesh,31. Ghazipur,2000 - 2001,"159,280.00","370,621.00",2.33,,
Uttar Pradesh,31. Ghazipur,2001 - 2002,"160,607.00","362,010.00",2.25,,
Uttar Pradesh,31. Ghazipur,2002 - 2003,"164,069.00","297,781.00",1.81,,
Uttar Pradesh,31. Ghazipur,2003 - 2004,"166,184.00","376,858.00",2.27,,
Uttar Pradesh,31. Ghazipur,2004 - 2005,"166,153.00","301,366.00",1.81,,
Uttar Pradesh,31. Ghazipur,2005 - 2006,"166,891.00","366,826.00",2.2,,
Uttar Pradesh,31. Ghazipur,2006 - 2007,"166,359.00","403,735.00",2.43,,
Uttar Pradesh,31. Ghazipur,2007 - 2008,"167,715.00","405,963.00",2.42,,
Uttar Pradesh,31. Ghazipur,2008 - 2009,"173,793.00","462,247.00",2.66,,
Uttar Pradesh,31. Ghazipur,2009 - 2010,"169,681.00","394,808.00",2.33,,
Uttar Pradesh,31. Ghazipur,2010 - 2011,"171,211.00","462,161.00",2.7,,
Uttar Pradesh,31. Ghazipur,2011 - 2012,"173,018.00","486,392.00",2.81,,
Uttar Pradesh,31. Ghazipur,2012 - 2013,"174,612.00","501,740.00",2.87,,
Uttar Pradesh,31. Ghazipur,2013 - 2014,"174,040.00","456,998.00",2.63,,
Uttar Pradesh,31. Ghazipur,2014 - 2015,"175,209.00","309,379.00",1.77,,
Uttar Pradesh,31. Ghazipur,2015 - 2016,"193,108.00","460,775.00",2.39,,
Uttar Pradesh,31. Ghazipur,2016 - 2017,"180,106.00","577,943.00",3.21,,
Uttar Pradesh,31. Ghazipur,2017 - 2018,"166,213.00","494,151.00",2.97,,
Uttar Pradesh,31. Ghazipur,2018 - 2019,"170,198.00","560,973.00",3.3,,
Uttar Pradesh,31. Ghazipur,2019 - 2020,"184,666.00","636,359.00",3.45,,
Uttar Pradesh,31. Ghazipur,2020 - 2021,"183,259.00","638,291.00",3.48,,
Uttar Pradesh,31. Ghazipur,2021 - 2022,"180,612.00","701,136.00",3.88,,
Uttar Pradesh,31. Ghazipur,2022 - 2023,"187,825.00","675,607.00",3.6,,
Uttar Pradesh,32. Gonda,1997 - 1998,"152,619.00","369,830.00",2.42,,
Uttar Pradesh,32. Gonda,1998 - 1999,"158,559.00","408,602.00",2.58,,
Uttar Pradesh,32. Gonda,1999 - 2000,"154,907.00","395,077.00",2.55,,
Uttar Pradesh,32. Gonda,2000 - 2001,"157,737.00","410,313.00",2.6,,
Uttar Pradesh,32. Gonda,2001 - 2002,"159,960.00","431,366.00",2.7,,
Uttar Pradesh,32. Gonda,2002 - 2003,"162,217.00","403,997.00",2.49,,
Uttar Pradesh,32. Gonda,2003 - 2004,"159,146.00","433,629.00",2.72,,
Uttar Pradesh,32. Gonda,2004 - 2005,"159,340.00","376,571.00",2.36,,
Uttar Pradesh,32. Gonda,2005 - 2006,"163,109.00","406,305.00",2.49,,
Uttar Pradesh,32. Gonda,2006 - 2007,"156,719.00","428,758.00",2.74,,
Uttar Pradesh,32. Gonda,2007 - 2008,"149,982.00","416,642.00",2.78,,
Uttar Pradesh,32. Gonda,2008 - 2009,"147,363.00","429,268.00",2.91,,
Uttar Pradesh,32. Gonda,2009 - 2010,"159,290.00","433,269.00",2.72,,
Uttar Pradesh,32. Gonda,2010 - 2011,"160,011.00","468,992.00",2.93,,
Uttar Pradesh,32. Gonda,2011 - 2012,"160,915.00","483,550.00",3.01,,
Uttar Pradesh,32. Gonda,2012 - 2013,"155,802.00","454,007.00",2.91,,
Uttar Pradesh,32. Gonda,2013 - 2014,"153,277.00","456,919.00",2.98,,
Uttar Pradesh,32. Gonda,2014 - 2015,"154,990.00","401,889.00",2.59,,
Uttar Pradesh,32. Gonda,2015 - 2016,"157,831.00","436,561.00",2.77,,
Uttar Pradesh,32. Gonda,2016 - 2017,"155,876.00","482,592.00",3.1,,
Uttar Pradesh,32. Gonda,2017 - 2018,"154,304.00","463,529.00",3.0,,
Uttar Pradesh,32. Gonda,2018 - 2019,"146,855.00","462,593.00",3.15,,
Uttar Pradesh,32. Gonda,2019 - 2020,"155,438.00","510,148.00",3.28,,
Uttar Pradesh,32. Gonda,2020 - 2021,"154,832.00","519,461.00",3.35,,
Uttar Pradesh,32. Gonda,2021 - 2022,"160,294.00","524,963.00",3.28,,
Uttar Pradesh,32. Gonda,2022 - 2023,"153,425.00","489,119.00",3.19,,
Uttar Pradesh,33. Gorakhpur,1997 - 1998,"172,165.00","386,693.00",2.25,,
Uttar Pradesh,33. Gorakhpur,1998 - 1999,"180,742.00","417,867.00",2.31,,
Uttar Pradesh,33. Gorakhpur,1999 - 2000,"178,806.00","434,243.00",2.43,,
Uttar Pradesh,33. Gorakhpur,2000 - 2001,"180,722.00","431,174.00",2.39,,
Uttar Pradesh,33. Gorakhpur,2001 - 2002,"187,175.00","494,151.00",2.64,,
Uttar Pradesh,33. Gorakhpur,2002 - 2003,"185,344.00","389,444.00",2.1,,
Uttar Pradesh,33. Gorakhpur,2003 - 2004,"188,283.00","445,288.00",2.36,,
Uttar Pradesh,33. Gorakhpur,2004 - 2005,"184,279.00","441,701.00",2.4,,
Uttar Pradesh,33. Gorakhpur,2005 - 2006,"187,412.00","410,807.00",2.19,,
Uttar Pradesh,33. Gorakhpur,2006 - 2007,"184,304.00","465,368.00",2.53,,
Uttar Pradesh,33. Gorakhpur,2007 - 2008,"186,639.00","512,996.00",2.75,,
Uttar Pradesh,33. Gorakhpur,2008 - 2009,"188,362.00","512,497.00",2.72,,
Uttar Pradesh,33. Gorakhpur,2009 - 2010,"189,211.00","501,319.00",2.65,,
Uttar Pradesh,33. Gorakhpur,2010 - 2011,"190,446.00","557,387.00",2.93,,
Uttar Pradesh,33. Gorakhpur,2011 - 2012,"188,998.00","578,523.00",3.06,,
Uttar Pradesh,33. Gorakhpur,2012 - 2013,"190,259.00","592,467.00",3.11,,
Uttar Pradesh,33. Gorakhpur,2013 - 2014,"190,537.00","618,676.00",3.25,,
Uttar Pradesh,33. Gorakhpur,2014 - 2015,"190,247.00","331,410.00",1.74,,
Uttar Pradesh,33. Gorakhpur,2015 - 2016,"190,692.00","424,862.00",2.23,,
Uttar Pradesh,33. Gorakhpur,2016 - 2017,"191,384.00","697,598.00",3.65,,
Uttar Pradesh,33. Gorakhpur,2017 - 2018,"192,243.00","814,341.00",4.24,,
Uttar Pradesh,33. Gorakhpur,2018 - 2019,"181,728.00","730,099.00",4.02,,
Uttar Pradesh,33. Gorakhpur,2019 - 2020,"190,449.00","703,896.00",3.7,,
Uttar Pradesh,33. Gorakhpur,2020 - 2021,"190,783.00","714,103.00",3.74,,
Uttar Pradesh,33. Gorakhpur,2021 - 2022,"202,056.00","733,463.00",3.63,,
Uttar Pradesh,33. Gorakhpur,2022 - 2023,"196,530.00","741,901.00",3.78,,
Uttar Pradesh,34. Hamirpur,1997 - 1998,"90,998.00","165,253.00",1.82,,
Uttar Pradesh,34. Hamirpur,1998 - 1999,"86,392.00","184,098.00",2.13,,
Uttar Pradesh,34. Hamirpur,1999 - 2000,"91,166.00","217,795.00",2.39,,
Uttar Pradesh,34. Hamirpur,2000 - 2001,"83,658.00","167,500.00",2.0,,
Uttar Pradesh,34. Hamirpur,2001 - 2002,"83,234.00","183,181.00",2.2,,
Uttar Pradesh,34. Hamirpur,2002 - 2003,"79,609.00","171,062.00",2.15,,
Uttar Pradesh,34. Hamirpur,2003 - 2004,"82,199.00","190,150.00",2.31,,
Uttar Pradesh,34. Hamirpur,2004 - 2005,"74,974.00","130,023.00",1.73,,
Uttar Pradesh,34. Hamirpur,2005 - 2006,"74,916.00","174,709.00",2.33,,
Uttar Pradesh,34. Hamirpur,2006 - 2007,"82,453.00","168,500.00",2.04,,
Uttar Pradesh,34. Hamirpur,2007 - 2008,"63,790.00","118,391.00",1.86,,
Uttar Pradesh,34. Hamirpur,2008 - 2009,"98,732.00","244,034.00",2.47,,
Uttar Pradesh,34. Hamirpur,2009 - 2010,"89,212.00","225,092.00",2.52,,
Uttar Pradesh,34. Hamirpur,2010 - 2011,"95,371.00","254,843.00",2.67,,
Uttar Pradesh,34. Hamirpur,2011 - 2012,"91,427.00","265,718.00",2.91,,
Uttar Pradesh,34. Hamirpur,2012 - 2013,"113,299.00","322,731.00",2.85,,
Uttar Pradesh,34. Hamirpur,2013 - 2014,"111,347.00","298,733.00",2.68,,
Uttar Pradesh,34. Hamirpur,2014 - 2015,"113,329.00","171,992.00",1.52,,
Uttar Pradesh,34. Hamirpur,2015 - 2016,"97,490.00","170,850.00",1.75,,
Uttar Pradesh,34. Hamirpur,2016 - 2017,"135,069.00","410,133.00",3.04,,
Uttar Pradesh,34. Hamirpur,2017 - 2018,"113,112.00","354,013.00",3.13,,
Uttar Pradesh,34. Hamirpur,2018 - 2019,"113,456.00","364,235.00",3.21,,
Uttar Pradesh,34. Hamirpur,2019 - 2020,"111,468.00","364,655.00",3.27,,
Uttar Pradesh,34. Hamirpur,2020 - 2021,"110,320.00","354,265.00",3.21,,
Uttar Pradesh,34. Hamirpur,2021 - 2022,"117,657.00","378,150.00",3.21,,
Uttar Pradesh,34. Hamirpur,2022 - 2023,"143,552.00","461,807.00",3.22,,
Uttar Pradesh,35. Hapur,2012 - 2013,"43,672.00","207,835.00",4.76,,
Uttar Pradesh,35. Hapur,2013 - 2014,"42,412.00","197,216.00",4.65,,
Uttar Pradesh,35. Hapur,2014 - 2015,"44,552.00","136,507.00",3.06,,
Uttar Pradesh,35. Hapur,2015 - 2016,"41,873.00","160,792.00",3.84,,
Uttar Pradesh,35. Hapur,2016 - 2017,"42,279.00","187,000.00",4.42,,
Uttar Pradesh,35. Hapur,2017 - 2018,"42,670.00","177,251.00",4.15,,
Uttar Pradesh,35. Hapur,2018 - 2019,"42,174.00","177,848.00",4.22,,
Uttar Pradesh,35. Hapur,2019 - 2020,"42,066.00","188,624.00",4.48,,
Uttar Pradesh,35. Hapur,2020 - 2021,"43,488.00","181,823.00",4.18,,
Uttar Pradesh,35. Hapur,2021 - 2022,"45,245.00","197,947.00",4.38,,
Uttar Pradesh,35. Hapur,2022 - 2023,"40,962.00","173,761.00",4.24,,
Uttar Pradesh,36. Hardoi,1997 - 1998,"268,143.00","661,994.00",2.47,,
Uttar Pradesh,36. Hardoi,1998 - 1999,"269,042.00","680,818.00",2.53,,
Uttar Pradesh,36. Hardoi,1999 - 2000,"280,467.00","781,594.00",2.79,,
Uttar Pradesh,36. Hardoi,2000 - 2001,"294,156.00","798,160.00",2.71,,
Uttar Pradesh,36. Hardoi,2001 - 2002,"305,726.00","795,789.00",2.6,,
Uttar Pradesh,36. Hardoi,2002 - 2003,"303,374.00","868,139.00",2.86,,
Uttar Pradesh,36. Hardoi,2003 - 2004,"306,396.00","866,936.00",2.83,,
Uttar Pradesh,36. Hardoi,2004 - 2005,"312,973.00","821,886.00",2.63,,
Uttar Pradesh,36. Hardoi,2005 - 2006,"300,504.00","800,543.00",2.66,,
Uttar Pradesh,36. Hardoi,2006 - 2007,"307,716.00","923,145.00",3.0,,
Uttar Pradesh,36. Hardoi,2007 - 2008,"309,644.00","924,287.00",2.98,,
Uttar Pradesh,36. Hardoi,2008 - 2009,"325,908.00","1,009,330.00",3.1,,
Uttar Pradesh,36. Hardoi,2009 - 2010,"330,637.00","1,020,013.00",3.08,,
Uttar Pradesh,36. Hardoi,2010 - 2011,"341,765.00","1,139,960.00",3.34,,
Uttar Pradesh,36. Hardoi,2011 - 2012,"327,969.00","1,176,241.00",3.59,,
Uttar Pradesh,36. Hardoi,2012 - 2013,"327,776.00","1,041,832.00",3.18,,
Uttar Pradesh,36. Hardoi,2013 - 2014,"318,253.00","1,130,771.00",3.55,,
Uttar Pradesh,36. Hardoi,2014 - 2015,"326,194.00","719,258.00",2.21,,
Uttar Pradesh,36. Hardoi,2015 - 2016,"326,565.00","980,017.00",3.0,,
Uttar Pradesh,36. Hardoi,2016 - 2017,"314,474.00","1,143,427.00",3.64,,
Uttar Pradesh,36. Hardoi,2017 - 2018,"314,432.00","1,155,223.00",3.67,,
Uttar Pradesh,36. Hardoi,2018 - 2019,"311,849.00","1,159,455.00",3.72,,
Uttar Pradesh,36. Hardoi,2019 - 2020,"315,210.00","1,125,615.00",3.57,,
Uttar Pradesh,36. Hardoi,2020 - 2021,"320,441.00","1,200,052.00",3.75,,
Uttar Pradesh,36. Hardoi,2021 - 2022,"329,234.00","1,248,455.00",3.79,,
Uttar Pradesh,36. Hardoi,2022 - 2023,"305,898.00","1,196,979.00",3.91,,
Uttar Pradesh,37. Hathras,1997 - 1998,"83,956.00","282,738.00",3.37,,
Uttar Pradesh,37. Hathras,1998 - 1999,"82,530.00","279,550.00",3.39,,
Uttar Pradesh,37. Hathras,1999 - 2000,"84,433.00","303,250.00",3.59,,
Uttar Pradesh,37. Hathras,2000 - 2001,"99,205.00","342,160.00",3.45,,
Uttar Pradesh,37. Hathras,2001 - 2002,"96,473.00","296,188.00",3.07,,
Uttar Pradesh,37. Hathras,2002 - 2003,"93,992.00","313,339.00",3.33,,
Uttar Pradesh,37. Hathras,2003 - 2004,"92,938.00","297,247.00",3.2,,
Uttar Pradesh,37. Hathras,2004 - 2005,"92,265.00","280,353.00",3.04,,
Uttar Pradesh,37. Hathras,2005 - 2006,"81,572.00","255,076.00",3.13,,
Uttar Pradesh,37. Hathras,2006 - 2007,"85,405.00","238,280.00",2.79,,
Uttar Pradesh,37. Hathras,2007 - 2008,"82,596.00","253,983.00",3.08,,
Uttar Pradesh,37. Hathras,2008 - 2009,"77,916.00","226,813.00",2.91,,
Uttar Pradesh,37. Hathras,2009 - 2010,"85,579.00","237,824.00",2.78,,
Uttar Pradesh,37. Hathras,2010 - 2011,"80,230.00","243,177.00",3.03,,
Uttar Pradesh,37. Hathras,2011 - 2012,"86,515.00","290,777.00",3.36,,
Uttar Pradesh,37. Hathras,2012 - 2013,"76,850.00","275,584.00",3.59,,
Uttar Pradesh,37. Hathras,2013 - 2014,"79,227.00","308,906.00",3.9,,
